str_yes|Oui.
; str_npc3_kingsupport_2|I would, my {reg59?lady:lord}, but I would ask you to establish at least a minimal amount of rights for slaves. They need to be protected from further abuse. You know I was a slave, and we are the most abused people in the land. Slaves really need to be protected by a rightful and fair ruler.
; str_npc4_kingsupport_2|Of course, warlord. The trick is now to get others to follow you. As you know, one's lineage is a great determinant of one's worthiness. Perhaps you have a long-lost ancestor of whom you have not told me...
; str_npc5_kingsupport_2|I would, but there is something I should say on behalf of men that have been wronged like I have. There must be a way for feuding nobles to have their disputes resolved without bloodshed. I lost everything I cherished in life because the only honorable option my king had left me was to murder my enemies. There should be some kind of law, some kind of... common law, to settle this kind of feud, or, maybe, any kind of dispute. That law would be based on the uses and customs of the land.
; str_npc6_kingsupport_2|I would. I would tell anyone who listens of your deeds on behalf of the weak and helpless and of your ability to lead men against great odds and triumph. I would tell them that, if you were to become {reg59?queen:king}, there would be one law and one peace -- from the Pictish highlands to the Goidelic woods, from the lowlands to the southern shore. But you must have the goal to go further and reunite what was once a glorious empire, to rival that of Rome.
; str_npc7_kingsupport_2|Yes, warlord, I would. A {reg59?queen:king}'s duty is to adequately respect all men and women that serve under {reg59?her:his} banner. You have proven more than able to do this, for, to you, the hunter and the tracker, the woman and the Pict, are as important as the warrior and the soldier, as the man and the Briton.
; str_npc8_kingsupport_2|I would -- on one condition. You'd be king wherever you want to rule, but after you are installed in your hall and your rule is unchallenged throughout the land, you will help me to free Friese.
; str_npc9_kingsupport_2|I would, warlord, and others would, too. But here's what I think -- you need to show the noble lords that you'll uphold their ancient rights. Right now, these lands are a mess. A lord owns the land, except it's the king who owns the forest, but the city has the right to levy tax at its gates, yet any commoner can use the pastures on odd Tuesdays, except in Pictland, where there is not so much as a notion of order at all. So I say you make things simple, like it was in the old days before even the Romans conquered Britannia. First the {reg59?sovereign:king}, then the lords, then everyone else.
; str_npc10_kingsupport_2|Certainly, dryhten, but I'd ask that you consider an idea of mine. If you became {reg59?queen:king}, then I'd ask you to open your court to Saxon nobility only. The others are weak, fragile and cowardly, and their only place in your kingdom should be as peasants, servants or slaves.
; str_npc11_kingsupport_2|Of course I would! I am sure, by the way you act, command and fight, also by the way you walk, and speak and love... that you are the only person worthy enough to become Brytenwalda.
; str_npc12_kingsupport_2|Of course, warlord, but if I have learned anything in my travels in this land, it is that Vikings, Saxons, Franks, and all else are sticklers for tradition. These traditions vary from one to the other, but they all remember something of the old Roman Empire, especially the Franks, who are said to be its heirs.
; str_npc13_kingsupport_2|I would indeed, {reg59?madame:sir}. I think you can unite this land, and then we'll be able to raise an army such as Englaland has never seen -- Saxons, Angles, Picts, Norse, Goidels and even Britons, all together in one strong and invincible shield wall. We will travel to the continent in strong sea vessels to subdue all the lands of the Franks!
; str_npc14_kingsupport_2|Of course, my {reg59?lady:lord}. Also, when claiming a throne, it does not hurt to be the subject of an epic poem, recited around camp and hearth fires, describing one's heroic deeds. As you no doubt know, I fancy myself a fair crafter of couplets. You could be as famous as Cu Chulainn, if only you let me sing of your deeds.
; str_npc15_kingsupport_2|I would. People might say that perhaps you don't have royal blood in your veins, but from what I've seen, royal blood makes one essentially a beggar. Kings and nobles take out loans or commission building projects without half a thought to how they're ever going to pay back all those commoners who expect little more than to eat after an honest day's work. If you ask me, an honest tongue makes a {reg59?woman:man} a {reg59?queen:king}, not a fancy pedigree.
; str_npc16_kingsupport_2|Of course! I know that you plan to search out and burn any remnant of heresy and paganism in these lands. I know that you will only rest when there is no trace of the Devil in the hearts of your subjects, when every man, woman and child will have only the Holy Bible as their guide, as properly interpreted by a priest. Is your soul so pure as to do as I say?
str_npc1_kingsupport_2a|Je vous en prie, continuez...
str_npc2_kingsupport_2a|Continuez...
; str_npc3_kingsupport_2a|I'm interested in hearing it...
; str_npc4_kingsupport_2a|Of course! Let me tell you all about him...
str_npc5_kingsupport_2a|Je vous en prie, continuez...
; str_npc6_kingsupport_2a|Splendid! That was exactly what I was thinking.
; str_npc7_kingsupport_2a|Well, yes, I try to be fair to everyone...
; str_npc8_kingsupport_2a|Fair enough.
str_npc9_kingsupport_2a|Cela semble raisonnable...
; str_npc10_kingsupport_2a|Of course! Everyone knows only Saxons are fit to be nobles.
str_npc11_kingsupport_2a|Dites m'en plus.
str_npc12_kingsupport_2a|Intéressant, je vous en prie, continuez...
str_npc13_kingsupport_2a|Je vous en prie, continuez...
; str_npc14_kingsupport_2a|Very good, captain.
; str_npc15_kingsupport_2a|Well spoken, Strategos!
