str_yes|Si.
str_comment_intro_famous_upstanding|Conosco il vostro nome. Dicono che abbiate fama di gran combattente. Posso solo sperare che il vostro onore e la vostra clemenza eguaglino il vostro valore.
; str_comment_intro_noble_liege|I see that you carry a {reg59?noble's:nobleman's} banner, although I do not recognize the device. Know that I am always looking for good {reg59?warriors:men} to fight for me, once they prove themselves to be worthy of my trust.
; str_comment_intro_noble_martial|I see that you carry a nobleman's banner, but I do not recognize the device. No matter -- a brave {reg59?warrior's:man's} home is all the world, or so they say!
str_comment_intro_noble_badtempered|Non riconosco la provenienza del vostro stendardo. Nessun dubbio che un altro straniero possa arrivare nelle nostre terre, come se qui non ne avessimo abbastanza...
str_comment_intro_noble_pitiless|Vedo che portate lo stendardo di un nobile, ma non ne riconosco l'emblema. Un altro avvoltoio che ingrassa sugli avanzi della guerra, senza dubbio!
; str_comment_intro_noble_cunning|I see that you carry a nobleman's banner, but I do not recognize the device. Still, it is always worthwhile to make the acquaintance of {reg59?women:men} who may one day prove themselves to be great warriors.
; str_comment_intro_noble_sadistic|I see that you carry a nobleman's banner, but I do not recognize the device. Perhaps you are the bastard {reg59?daughter:son} of a puffed-up cattle thief? Or perhaps you stole it?
; str_comment_intro_noble_goodnatured|I see that you carry a nobleman's banner, but I do not recognize the device. Forgive my ignorance, {reg59?my lady:sir}! It is good to make your acquaintance.
; str_comment_intro_noble_upstanding|I see that you carry a nobleman's banner, but I do not recognize the device. No doubt you have come to these lands in search of wealth and glory. If this indeed is the case, then I only ask that you show mercy to those poor souls caught in the path of war.
str_comment_intro_common_liege|Magari sarete di origini povere, ma io sono sempre in cerca di combattenti che guerreggino per me, se sono in grado di dimostrare di meritarsi la mia fiducia.
; str_comment_intro_common_martial|Perhaps you are not of gentle birth, but even a commoner, be {reg59?she:he} of sufficient valor, may make something of {reg59?herself:himself} someday.
str_comment_intro_common_badtempered|Parlate rapidamente, se avete qualcosa da dire, perché non ho tempo di scambiar parole con semplici combattenti di ventura.
str_comment_intro_common_pitiless|Avete l'aspetto di una persona che combatte per denaro, un altro avvoltoio che viene a ingrassarsi con le miserie di questa terra.
; str_comment_intro_common_cunning|Well... I have not heard of you, but you have the look of a {reg59?woman:man} who might make something of {reg59?herself:himself}, someday.
str_comment_intro_common_sadistic|Solitamente taglio la gola degli impudenti che vengono in mia presenza senza essere invitati, ma oggi sono di luna buona.
str_comment_intro_common_goodnatured|Bene, avete l'aspetto di una brava persona.
str_comment_intro_common_upstanding|Pace a voi, e ricordate sempre di temperare il vostro valore con la misericordia e il vostro coraggio con l'onore.
str_comment_intro_female_famous_liege|Ho sentito molto parlare di voi. Alcuni uomini possono temere una donna abile nell'arte della guerra, ma io per primo non allontanerò le mani che possono afferrare una spada, purché il loro proprietario sia coraggioso e leale.
str_comment_intro_female_famous_martial|Ho sentito molto parlare di voi. Si dice che siate pari al più coraggioso tra gli uomini nella vostra abilità con le armi. Forse un giorno metterò alla prova il mio coraggio contro di voi, in un torneo o sul campo di battaglia!
; str_comment_intro_female_famous_badtempered|I've heard talk of you -- the woman who knows how to fight like a man.
str_comment_intro_female_famous_pitiless|Conosco il vostro nome. Esso incute paura nel cuore degli uomini. Questo è buono. Credo che dovremmo parlare noi due, un giorno.
str_comment_intro_female_famous_cunning|Ah, si. Alla fine c'incontriamo. Mi sembrate una bella donna da conoscere. Parleremo in privato uno di questi giorni.
str_comment_intro_female_famous_sadistic|Conosco il vostro nome, e dal quel che ho sentito, vi garantisco che è lo stesso anche per molte vedove in lutto. Ma questo non è un mio problema.
str_comment_intro_female_famous_goodnatured|Ho sentito di voi! Sono contento di fare finalmente la vostra conoscenza.
str_comment_intro_female_famous_upstanding|Conosco il vostro nome. Dicono che abbiate fama di gran combattente. Posso solo sperare che il vostro onore e la vostra clemenza eguaglino il vostro valore.
